Source,Target,Type,Id,Label,timeset,Weight,rating
518,1358,Directed,1362,,,1,1
708,1363,Directed,1363,,,1,0.8
41,7,Directed,1364,,,1,0.9
1267,1328,Directed,1365,,,1,1
1328,1267,Directed,1366,,,1,1
1363,708,Directed,1367,,,1,0.8
1381,1368,Directed,1368,,,1,1
1267,921,Directed,1369,,,1,1
786,25,Directed,1370,,,1,1
1352,1,Directed,1371,,,1,1
1384,1201,Directed,1372,,,1,1
1385,882,Directed,1373,,,1,1
1267,546,Directed,1374,,,1,1
1207,882,Directed,1375,,,1,1
882,1207,Directed,1376,,,1,1
1396,60,Directed,1377,,,1,0.8
1384,635,Directed,1378,,,1,1
1185,801,Directed,1379,,,1,1
935,7,Directed,1380,,,1,1
88,101,Directed,1381,,,1,0.9
801,1185,Directed,1382,,,1,0.8
465,882,Directed,1383,,,1,0.8
540,1,Directed,1384,,,1,1
35,1437,Directed,1385,,,1,1
1396,1201,Directed,1386,,,1,0.9
1201,1396,Directed,1387,,,1,0.9
88,1501,Directed,1388,,,1,1
775,1437,Directed,1389,,,1,0.9
660,1545,Directed,1390,,,1,1
1556,465,Directed,1391,,,1,0.8
775,1354,Directed,1392,,,1,0.8
775,1217,Directed,1393,,,1,0.9
1572,1600,Directed,1394,,,1,1
1354,775,Directed,1395,,,1,0.8
41,1386,Directed,1396,,,1,0.8
10,41,Directed,1397,,,1,0.8
1629,25,Directed,1398,,,1,1
1631,1290,Directed,1399,,,1,1
178,1,Directed,1400,,,1,0.8
41,1,Directed,1401,,,1,0.8
899,1643,Directed,1402,,,1,0.9
1541,25,Directed,1403,,,1,1
1648,1566,Directed,1404,,,1,1
1568,1663,Directed,1405,,,1,1
1630,545,Directed,1406,,,1,1
775,1669,Directed,1407,,,1,1
1217,1669,Directed,1408,,,1,1
1217,1437,Directed,1409,,,1,0.9
1657,1566,Directed,1410,,,1,1
1437,1669,Directed,1411,,,1,1
1689,1,Directed,1412,,,1,1
1690,1,Directed,1413,,,1,1
1690,25,Directed,1414,,,1,1
1662,1701,Directed,1415,,,1,1
540,7,Directed,1416,,,1,1
1700,1708,Directed,1417,,,1,0.8
1708,1700,Directed,1418,,,1,0.8
39,415,Directed,1419,,,1,0.8
415,39,Directed,1420,,,1,0.8
540,1386,Directed,1421,,,1,1
1759,1591,Directed,1422,,,1,1
1763,1744,Directed,1423,,,1,1
1771,25,Directed,1424,,,1,1
1779,1787,Directed,1425,,,1,0.8
1787,1779,Directed,1426,,,1,1
1585,25,Directed,1427,,,1,1
465,1556,Directed,1428,,,1,0.8
425,1,Directed,1429,,,1,1
1386,1,Directed,1430,,,1,0.8
1201,1386,Directed,1431,,,1,0.9
104,23,Directed,1432,,,1,1
1839,1840,Directed,1433,,,1,0.8
1656,1185,Directed,1434,,,1,0.8
1185,1656,Directed,1435,,,1,0.8
1201,25,Directed,1436,,,1,1
1487,25,Directed,1437,,,1,1
415,1492,Directed,1438,,,1,0.8
1492,415,Directed,1439,,,1,0.8
1318,1877,Directed,1440,,,1,1
1566,1201,Directed,1441,,,1,0.8
1566,1386,Directed,1442,,,1,1
425,1566,Directed,1443,,,1,0.8
1201,1566,Directed,1444,,,1,0.8
1860,1,Directed,1445,,,1,1
882,178,Directed,1446,,,1,1
1386,1566,Directed,1447,,,1,0.8
1201,1,Directed,1448,,,1,1
1,1201,Directed,1449,,,1,0.8
1566,1769,Directed,1450,,,1,0.8
1201,1363,Directed,1451,,,1,0.8
1201,537,Directed,1452,,,1,0.8
1386,135,Directed,1453,,,1,0.8
1701,1860,Directed,1454,,,1,0.8
1860,1701,Directed,1455,,,1,0.8
1771,1860,Directed,1456,,,1,0.9
1984,1,Directed,1457,,,1,1
1995,1840,Directed,1458,,,1,1
1685,1839,Directed,1459,,,1,1
1896,1771,Directed,1460,,,1,1
1771,1896,Directed,1461,,,1,1
1620,1386,Directed,1462,,,1,1
1656,1,Directed,1463,,,1,0.9
2026,1957,Directed,1464,,,1,1
1528,25,Directed,1465,,,1,1
2040,1690,Directed,1466,,,1,0.9
2014,1855,Directed,1467,,,1,1
340,1690,Directed,1468,,,1,0.8
823,1,Directed,1469,,,1,1
823,2078,Directed,1470,,,1,1
1615,2080,Directed,1471,,,1,1
2080,1615,Directed,1472,,,1,1
2080,2082,Directed,1473,,,1,1
2080,25,Directed,1474,,,1,1
2082,2080,Directed,1475,,,1,1
425,1201,Directed,1476,,,1,1
425,309,Directed,1477,,,1,1
2087,35,Directed,1478,,,1,1
1383,425,Directed,1479,,,1,0.9
1383,1201,Directed,1480,,,1,0.9
1383,1386,Directed,1481,,,1,0.9
1383,1,Directed,1482,,,1,0.9
1383,1316,Directed,1483,,,1,0.9
1383,7,Directed,1484,,,1,0.9
1478,2040,Directed,1485,,,1,0.8
1899,1473,Directed,1486,,,1,0.8
1473,1899,Directed,1487,,,1,0.8
1204,2028,Directed,1488,,,1,1
1846,1386,Directed,1489,,,1,1
1386,1846,Directed,1490,,,1,0.8
2028,2214,Directed,1491,,,1,1
215,1566,Directed,1492,,,1,0.8
304,25,Directed,1493,,,1,1
2240,2080,Directed,1494,,,1,1
1204,2125,Directed,1495,,,1,1
1620,722,Directed,1496,,,1,1
1529,905,Directed,1497,,,1,0.8
2200,1620,Directed,1498,,,1,1
1620,2200,Directed,1499,,,1,1
905,1386,Directed,1500,,,1,1
425,1386,Directed,1501,,,1,0.9
1566,215,Directed,1502,,,1,0.9
425,1317,Directed,1503,,,1,0.9
1386,425,Directed,1504,,,1,0.9
1878,25,Directed,1505,,,1,1
988,2305,Directed,1506,,,1,1
2305,988,Directed,1507,,,1,1
2303,25,Directed,1508,,,1,1
988,2313,Directed,1509,,,1,0.8
1896,2076,Directed,1510,,,1,1
2076,1896,Directed,1511,,,1,1
1829,25,Directed,1512,,,1,1
2241,1121,Directed,1513,,,1,1
1121,2241,Directed,1514,,,1,1
1204,1899,Directed,1515,,,1,1
1899,1204,Directed,1516,,,1,0.8
1,4,Directed,1517,,,1,1
4,1,Directed,1518,,,1,1
1585,1,Directed,1519,,,1,0.9
2125,2349,Directed,1520,,,1,0.8
2311,1201,Directed,1521,,,1,1
1316,1366,Directed,1522,,,1,0.8
1316,425,Directed,1523,,,1,0.8
425,1316,Directed,1524,,,1,0.8
1366,1,Directed,1525,,,1,1
2230,2118,Directed,1526,,,1,0.8
732,2176,Directed,1527,,,1,0.8
2067,1731,Directed,1528,,,1,1
1731,2067,Directed,1529,,,1,1
2305,2377,Directed,1530,,,1,1
2377,2305,Directed,1531,,,1,1
2377,2313,Directed,1532,,,1,1
2311,2167,Directed,1533,,,1,1
2174,25,Directed,1534,,,1,1
1201,1316,Directed,1535,,,1,0.8
1316,1201,Directed,1536,,,1,0.8
1948,1615,Directed,1537,,,1,1
2118,2230,Directed,1538,,,1,0.8
2427,2118,Directed,1539,,,1,0.8
1615,1948,Directed,1540,,,1,0.8
2344,25,Directed,1541,,,1,1
2125,2438,Directed,1542,,,1,0.8
1383,1566,Directed,1543,,,1,1
2451,1396,Directed,1544,,,1,1
2132,1624,Directed,1545,,,1,0.8
1201,4,Directed,1546,,,1,0.8
4,1201,Directed,1547,,,1,0.8
2507,1185,Directed,1548,,,1,1
2347,2313,Directed,1549,,,1,1
823,2070,Directed,1550,,,1,0.8
2070,823,Directed,1551,,,1,0.8
304,905,Directed,1552,,,1,1
2523,25,Directed,1553,,,1,1
2516,2543,Directed,1554,,,1,0.9
241,249,Directed,1555,,,1,1
1719,2158,Directed,1556,,,1,0.8
2540,2548,Directed,1557,,,1,0.8
2342,2370,Directed,1558,,,1,1
2370,2342,Directed,1559,,,1,1
2472,2067,Directed,1560,,,1,1
1689,25,Directed,1561,,,1,1
2,1363,Directed,1562,,,1,0.8
2,167,Directed,1563,,,1,0.8
2,39,Directed,1564,,,1,0.8
2,223,Directed,1565,,,1,0.8
2,245,Directed,1566,,,1,0.8
2549,2567,Directed,1567,,,1,1
2567,2566,Directed,1568,,,1,0.8
2566,2568,Directed,1569,,,1,0.9
2567,2568,Directed,1570,,,1,0.9
2568,2567,Directed,1571,,,1,0.9
2569,2568,Directed,1572,,,1,0.9
304,2198,Directed,1573,,,1,1
304,1899,Directed,1574,,,1,1
1899,304,Directed,1575,,,1,1
2592,2574,Directed,1576,,,1,1
2603,2585,Directed,1577,,,1,0.8
2603,2601,Directed,1578,,,1,1
2616,35,Directed,1579,,,1,1
241,1,Directed,1580,,,1,0.8
2585,2622,Directed,1581,,,1,0.9
2585,2623,Directed,1582,,,1,0.8
2622,2623,Directed,1583,,,1,0.9
2637,2635,Directed,1584,,,1,0.9
1774,1752,Directed,1585,,,1,0.8
132,1,Directed,1586,,,1,1
2659,2658,Directed,1587,,,1,1
2670,2669,Directed,1588,,,1,1
2657,2670,Directed,1589,,,1,0.8
2670,2657,Directed,1590,,,1,0.8
2670,2671,Directed,1591,,,1,0.9
2670,2672,Directed,1592,,,1,0.9
2670,2633,Directed,1593,,,1,0.9
2657,2672,Directed,1594,,,1,0.9
2675,2633,Directed,1595,,,1,0.9
2678,2671,Directed,1596,,,1,1
2678,2672,Directed,1597,,,1,0.9
2672,2067,Directed,1598,,,1,0.9
2672,2631,Directed,1599,,,1,1
2672,2629,Directed,1600,,,1,1
2672,2632,Directed,1601,,,1,1
2672,2628,Directed,1602,,,1,1
2632,2628,Directed,1603,,,1,1
2632,2629,Directed,1604,,,1,1
2632,2631,Directed,1605,,,1,1
2632,1543,Directed,1606,,,1,1
2631,2634,Directed,1607,,,1,1
2631,2574,Directed,1608,,,1,1
2631,2666,Directed,1609,,,1,1
2631,2570,Directed,1610,,,1,1
2631,2571,Directed,1611,,,1,1
2628,1810,Directed,1612,,,1,1
2628,1543,Directed,1613,,,1,1
2628,2574,Directed,1614,,,1,1
2628,2571,Directed,1615,,,1,1
2628,2548,Directed,1616,,,1,1
2665,1948,Directed,1617,,,1,0.8
2680,1543,Directed,1618,,,1,1
2680,2682,Directed,1619,,,1,1
2680,1810,Directed,1620,,,1,1
2680,2176,Directed,1621,,,1,1
2682,2176,Directed,1622,,,1,1
2682,1543,Directed,1623,,,1,1
2682,1810,Directed,1624,,,1,1
2682,2680,Directed,1625,,,1,1
2682,1201,Directed,1626,,,1,1
2680,905,Directed,1627,,,1,1
1543,2683,Directed,1628,,,1,1
2680,2683,Directed,1629,,,1,1
2682,2683,Directed,1630,,,1,1
2680,2485,Directed,1631,,,1,0.8
1543,2682,Directed,1632,,,1,0.9
1543,2680,Directed,1633,,,1,1
2683,1543,Directed,1634,,,1,1
1543,2684,Directed,1635,,,1,1
2680,2684,Directed,1636,,,1,1
2684,905,Directed,1637,,,1,1
2683,2685,Directed,1638,,,1,1
2685,2683,Directed,1639,,,1,1
1396,1316,Directed,1640,,,1,0.8
1396,1386,Directed,1641,,,1,0.8
2128,2118,Directed,1642,,,1,1
905,57,Directed,1643,,,1,1
2070,1948,Directed,1644,,,1,0.8
2674,2672,Directed,1645,,,1,1
2699,2674,Directed,1646,,,1,1
2574,2700,Directed,1647,,,1,1
2711,1,Directed,1648,,,1,1
2720,2574,Directed,1649,,,1,1
2720,2721,Directed,1650,,,1,1
2720,2700,Directed,1651,,,1,1
2726,35,Directed,1652,,,1,1
2738,2676,Directed,1653,,,1,1
2758,242,Directed,1654,,,1,1
242,2758,Directed,1655,,,1,0.9
2176,1,Directed,1656,,,1,1
2686,2771,Directed,1657,,,1,0.9
2771,2686,Directed,1658,,,1,0.9
1948,2070,Directed,1659,,,1,0.8
2788,2647,Directed,1660,,,1,1
2786,35,Directed,1661,,,1,1
2409,2028,Directed,1662,,,1,1
2823,2782,Directed,1663,,,1,1
2828,2647,Directed,1664,,,1,1
2693,2427,Directed,1665,,,1,1
2214,2028,Directed,1666,,,1,1
2884,1675,Directed,1667,,,1,1
2866,2688,Directed,1668,,,1,1
2884,2028,Directed,1669,,,1,1
905,1953,Directed,1670,,,1,1
1629,1383,Directed,1671,,,1,1
2812,2028,Directed,1672,,,1,1
2940,25,Directed,1673,,,1,1
2942,25,Directed,1674,,,1,1
2918,1953,Directed,1675,,,1,1
2859,2953,Directed,1676,,,1,1
13,25,Directed,1677,,,1,1
2688,2028,Directed,1678,,,1,1
3003,2733,Directed,1679,,,1,1
3010,1953,Directed,1680,,,1,1
2028,2725,Directed,1681,,,1,0.9
2647,2485,Directed,1682,,,1,1
2788,2642,Directed,1683,,,1,1
2725,2028,Directed,1684,,,1,1
1555,2246,Directed,1685,,,1,1
2992,3027,Directed,1686,,,1,0.8
2725,2733,Directed,1687,,,1,0.9
1396,1566,Directed,1688,,,1,0.8
2485,2647,Directed,1689,,,1,1
304,1953,Directed,1690,,,1,0.8
1953,304,Directed,1691,,,1,0.8
1217,23,Directed,1692,,,1,1
6,1363,Directed,1693,,,1,0.8
6,1,Directed,1694,,,1,0.8
1386,1201,Directed,1695,,,1,1
2647,2635,Directed,1696,,,1,1
2388,25,Directed,1697,,,1,0.9
3045,25,Directed,1698,,,1,1
3092,2896,Directed,1699,,,1,1
224,2125,Directed,1700,,,1,0.9
1675,1810,Directed,1701,,,1,1
2817,1217,Directed,1702,,,1,0.8
2647,3125,Directed,1703,,,1,1
3086,3129,Directed,1704,,,1,1
2725,2835,Directed,1705,,,1,0.9
2642,3598,Directed,1706,,,1,0.8
1743,3157,Directed,1707,,,1,0.8
1743,448,Directed,1708,,,1,1
1743,143,Directed,1709,,,1,0.8
448,1743,Directed,1710,,,1,1
2905,3018,Directed,1711,,,1,1
1743,2013,Directed,1712,,,1,0.8
2013,1743,Directed,1713,,,1,0.8
2725,1731,Directed,1714,,,1,0.9
2763,3198,Directed,1715,,,1,1
3203,1271,Directed,1716,,,1,1
1840,1185,Directed,1717,,,1,0.8
2635,2647,Directed,1718,,,1,1
3218,3018,Directed,1719,,,1,1
3084,2647,Directed,1720,,,1,0.9
3125,2647,Directed,1721,,,1,1
1363,2,Directed,1722,,,1,0.8
1363,245,Directed,1723,,,1,0.8
3190,25,Directed,1724,,,1,1
3223,3246,Directed,1725,,,1,1
3198,2763,Directed,1726,,,1,1
2635,3260,Directed,1727,,,1,1
3246,3223,Directed,1728,,,1,1
3197,3239,Directed,1729,,,1,1
3197,2642,Directed,1730,,,1,1
2821,2028,Directed,1731,,,1,1
3276,2642,Directed,1732,,,1,1
2118,3281,Directed,1733,,,1,0.8
3281,2118,Directed,1734,,,1,0.8
3236,3119,Directed,1735,,,1,1
3086,3260,Directed,1736,,,1,1
2296,1403,Directed,1737,,,1,1
2296,2388,Directed,1738,,,1,1
2296,1363,Directed,1739,,,1,1
2028,3293,Directed,1740,,,1,1
2733,3293,Directed,1741,,,1,1
3308,3219,Directed,1742,,,1,0.8
2647,1953,Directed,1743,,,1,1
2942,1810,Directed,1744,,,1,1
363,1366,Directed,1745,,,1,1
3287,3333,Directed,1746,,,1,1
3345,1656,Directed,1747,,,1,1
1318,1656,Directed,1748,,,1,1
2825,2635,Directed,1749,,,1,0.8
2825,3086,Directed,1750,,,1,0.8
2825,3018,Directed,1751,,,1,0.8
2825,2419,Directed,1752,,,1,0.8
3264,3366,Directed,1753,,,1,0.9
1217,3377,Directed,1754,,,1,1
2028,1334,Directed,1755,,,1,0.9
2118,3377,Directed,1756,,,1,0.8
3395,2642,Directed,1757,,,1,0.8
2484,3367,Directed,1758,,,1,1
2028,2125,Directed,1759,,,1,0.8
3363,3086,Directed,1760,,,1,0.8
1953,2635,Directed,1761,,,1,0.8
1953,3260,Directed,1762,,,1,0.8
2966,1953,Directed,1763,,,1,0.8
3377,1217,Directed,1764,,,1,1
3377,2118,Directed,1765,,,1,1
2028,3416,Directed,1766,,,1,0.8
3198,1018,Directed,1767,,,1,1
540,2028,Directed,1768,,,1,1
2763,1018,Directed,1769,,,1,0.9
3598,2642,Directed,1770,,,1,1
2784,2118,Directed,1771,,,1,1
2127,2763,Directed,1772,,,1,1
3456,2437,Directed,1773,,,1,1
1550,1217,Directed,1774,,,1,0.9
2127,1352,Directed,1775,,,1,1
3483,3484,Directed,1776,,,1,1
3484,3483,Directed,1777,,,1,1
3489,2838,Directed,1778,,,1,1
3500,3208,Directed,1779,,,1,1
1018,230,Directed,1780,,,1,1
3525,3018,Directed,1781,,,1,1
2028,1018,Directed,1782,,,1,0.8
2642,1018,Directed,1783,,,1,0.8
1815,135,Directed,1784,,,1,1
3553,3552,Directed,1785,,,1,1
3554,3552,Directed,1786,,,1,1
3498,3555,Directed,1787,,,1,1
3498,3552,Directed,1788,,,1,0.8
3556,3552,Directed,1789,,,1,0.8
3558,3552,Directed,1790,,,1,0.8
2063,2028,Directed,1791,,,1,0.8
3511,2642,Directed,1792,,,1,1
3562,3552,Directed,1793,,,1,0.8
3563,3562,Directed,1794,,,1,1
3563,3552,Directed,1795,,,1,1
3556,3563,Directed,1796,,,1,1
3556,3564,Directed,1797,,,1,1
3564,3552,Directed,1798,,,1,0.8
3556,3565,Directed,1799,,,1,1
3565,3552,Directed,1800,,,1,0.8
3556,3566,Directed,1801,,,1,0.8
3566,3552,Directed,1802,,,1,0.8
3565,3567,Directed,1803,,,1,0.8
3567,3552,Directed,1804,,,1,1
3565,3569,Directed,1805,,,1,0.8
3569,3552,Directed,1806,,,1,1
3570,3552,Directed,1807,,,1,0.8
3366,1,Directed,1808,,,1,1
2158,135,Directed,1809,,,1,1
3591,2642,Directed,1810,,,1,1
1810,2942,Directed,1811,,,1,0.8
2961,25,Directed,1812,,,1,1
3615,35,Directed,1813,,,1,1
3615,2897,Directed,1814,,,1,1
3545,160,Directed,1815,,,1,1
2173,2028,Directed,1816,,,1,0.8
3665,896,Directed,1817,,,1,1
3678,3451,Directed,1818,,,1,1
3695,3669,Directed,1819,,,1,0.9
1565,1318,Directed,1820,,,1,1
2625,3223,Directed,1821,,,1,0.8
6,856,Directed,1822,,,1,0.8
6,2188,Directed,1823,,,1,0.9
3723,3689,Directed,1824,,,1,1
3646,2125,Directed,1825,,,1,0.8
3732,3731,Directed,1826,,,1,1
2962,3744,Directed,1827,,,1,1
2644,1764,Directed,1828,,,1,1
3744,2962,Directed,1829,,,1,1
3744,23,Directed,1830,,,1,1
2144,1764,Directed,1831,,,1,0.8
3366,1948,Directed,1832,,,1,1
3744,1670,Directed,1833,,,1,1
3744,1743,Directed,1834,,,1,1
3744,29,Directed,1835,,,1,1
3744,1967,Directed,1836,,,1,1
3744,2125,Directed,1837,,,1,1
3744,535,Directed,1838,,,1,1
3744,2173,Directed,1839,,,1,1
3744,493,Directed,1840,,,1,1
3744,2438,Directed,1841,,,1,1
3744,3736,Directed,1842,,,1,1
3744,3394,Directed,1843,,,1,1
3744,2017,Directed,1844,,,1,1
3744,3756,Directed,1845,,,1,1
3757,2017,Directed,1846,,,1,1
3757,3756,Directed,1847,,,1,1
3756,3744,Directed,1848,,,1,1
3756,2017,Directed,1849,,,1,1
3756,3757,Directed,1850,,,1,1
3756,2962,Directed,1851,,,1,1
3757,2962,Directed,1852,,,1,1
3744,3757,Directed,1853,,,1,1
3744,3759,Directed,1854,,,1,1
3759,2962,Directed,1855,,,1,1
3759,3744,Directed,1856,,,1,1
3759,3756,Directed,1857,,,1,1
3759,3757,Directed,1858,,,1,1
3759,2017,Directed,1859,,,1,1
3744,3760,Directed,1860,,,1,1
3760,2962,Directed,1861,,,1,1
3760,2017,Directed,1862,,,1,1
3760,3756,Directed,1863,,,1,1
3760,3757,Directed,1864,,,1,1
3760,3759,Directed,1865,,,1,1
3760,3744,Directed,1866,,,1,1
3366,2296,Directed,1867,,,1,1
2019,1810,Directed,1868,,,1,1
2262,3734,Directed,1869,,,1,0.8
3744,2934,Directed,1870,,,1,1
3756,2934,Directed,1871,,,1,1
3757,2934,Directed,1872,,,1,1
3759,2934,Directed,1873,,,1,1
3760,2934,Directed,1874,,,1,1
3785,1810,Directed,1875,,,1,1
3785,1802,Directed,1876,,,1,1
2470,1217,Directed,1877,,,1,0.8
1743,3219,Directed,1878,,,1,0.8
3223,2625,Directed,1879,,,1,1
3547,3699,Directed,1880,,,1,1
3800,2484,Directed,1881,,,1,1
2770,3377,Directed,1882,,,1,0.8
1386,3859,Directed,1883,,,1,0.8
1933,2903,Directed,1884,,,1,1
3776,3018,Directed,1885,,,1,1
3861,2903,Directed,1886,,,1,1
3861,1933,Directed,1887,,,1,1
2903,3861,Directed,1888,,,1,1
2903,1933,Directed,1889,,,1,1
3511,3820,Directed,1890,,,1,1
1967,3876,Directed,1891,,,1,0.9
3500,3878,Directed,1892,,,1,1
3500,3888,Directed,1893,,,1,1
3888,3500,Directed,1894,,,1,1
3896,2262,Directed,1895,,,1,0.8
3928,3735,Directed,1896,,,1,1
3973,3669,Directed,1897,,,1,1
